orig_index,f_form,def_form,voltage_lif,voltage_f2,vol_p_f,per_exp,grav_cap,grav_e_den,vol_e_den,f_transfer,f_cost_p_kg,def_cost_p_kg,f_cost_p_mol,def_cost_p_mol,cost_p_mol_f,log10_cost_p_mol_f,f_id,def_id,f_spacegroup,def_spacegroup,f_e_hull,def_e_hull,f_bandgap,def_bandgap,f_barrier,def_barrier,direct,products,type
430,CsTlF4,CsTlF3,3.4229339,2.7241661,125.0554826,7.626734701,64.85028985,221.9782555,1218.158132,1,21951.38314,23009.00425,9072.119531,9072.081345,9072.119531,3.957708764,mp-1541564,mp-1078203,Spacegroup object (57),Spacegroup object (225),0,0,2.7921,7.1042,-,-,Yes,CsTlF4,Partial
431,RbTlF4,RbTlF3,3.276560868,2.870539132,117.0776598,4.260305056,73.25917309,240.0381397,1245.523998,1,5967.869511,6294.647687,2183.313506,2183.27532,2183.313506,3.339116101,mp-27210,mp-1113914,Spacegroup object (57),Spacegroup object (225),0,0,2.7647,3.0636,1.090873624,-,Yes,RbTlF4,Partial
432,KVOF4,KVOF3,3.192780515,2.954319485,111.6887641,17.46469865,147.2343405,470.0869334,1272.235388,1,106.0477385,118.1712584,19.30416813,19.26598134,19.30416813,1.285651091,mp-558666,mp-1192089,Spacegroup object (14),Spacegroup object (12),0,0,3.6667,3.0636,-,1.119443051,Yes,KVOF4,Partial
433,OsOF5,OsOF4,3.491964885,2.655135115,113.2539555,20.94779735,88.9760147,310.701119,1372.222012,1,7578.98767,8089.046986,2282.953397,2282.91521,2282.953397,3.358497046,mp-504576,mp-561449,Spacegroup object (62),Spacegroup object (14),0,0.010821764,0.7823,5.0995,-,-,Yes,OsOF5,Partial
435,LiVF4,Li2V2F7,1.459823435,4.687276565,172.1708653,20.04530673,100.0980704,146.125509,377.3536557,0.5,144.7376179,155.6383422,19.37690966,38.71563252,38.75381931,1.58831451,mp-755801,mp-760262,Spacegroup object (15),Spacegroup object (14),0,0.045535829,2.1186,2.6441,0.985299809,-,Yes,LiVF4,Partial
436,Rb2UF7,Rb2UF6,2.529017952,3.618082047,220.4849345,32.03867946,49.45348527,125.0687521,510.4825313,1,4933.653633,5112.815066,2673.810027,2673.77184,2673.810027,3.427130548,mp-1209543,mp-13595,Spacegroup object (14),Spacegroup object (63),0,0,1.3551,7.1042,-,0.773088537,Yes,Rb2UF7,Partial
437,AgAsF7,AgAsF6,4.520552133,1.626547868,141.9322779,-5.994635024,84.87427342,383.6785777,1417.484119,1,179.0900193,190.4258071,56.55279955,56.51461276,56.55279955,1.752454109,mp-4807,mp-37153,Spacegroup object (62),Spacegroup object (225),0,0,0,7.1042,-,1.197435726,Yes,AgAsF7,Partial
441,LiFeF6,LiFeF4,5.613286098,0.533813903,48.95420878,17.3153532,303.2246185,1702.086536,5103.111234,2,4.708617396,5.44747839,0.832372522,0.755998941,0.416186261,-0.380712261,mp-1222351,mp-776264,Spacegroup object (102),Spacegroup object (15),0,0.004633667,1.2569,5.0995,-,3.4734854,Yes,LiFeF6,Partial
442,LiFeF6,LiFeF5,5.595825845,0.551274155,97.90841755,11.35575624,151.6123093,848.3960786,2543.618946,1,4.708617396,5.033563942,0.832372522,0.794185732,0.832372522,-0.079682265,mp-1222351,mp-755653,Spacegroup object (102),Spacegroup object (15),0,0.006396421,1.2569,0,-,-,Yes,LiFeF6,Partial
444,LiAuF6,LiAuF4,4.86889796,1.27820204,51.31449399,22.14748462,168.6168654,820.9783118,4222.780573,2,27760.19765,31528.39354,8824.910982,8824.834609,4412.455491,3.644680338,mp-1079483,mp-554442,Spacegroup object (148),Spacegroup object (13),0,0,1.8611,3.0636,-,0.321630361,Yes,LiAuF6,Partial
445,KMnF4,KMnF3,3.255855197,2.891244802,91.47850726,18.80441029,157.6279938,513.213923,1583.99536,1,4.452759287,4.760036306,0.757102473,0.718915683,0.757102473,-0.120845335,mp-558116,mp-558046,Spacegroup object (14),Spacegroup object (62),0,0,2.1486,5.0995,0.905460474,0.905460474,Yes,KMnF4,Partial
446,KVF4,KVF3,1.715596541,4.431503459,96.60874376,28.06165729,161.4222143,276.9353925,790.3266375,1,116.2519273,131.0131342,19.30170423,19.26351743,19.30170423,1.285595656,mp-560997,mp-557257,Spacegroup object (62),Spacegroup object (221),0,0,1.9296,3.0636,0.803950632,0.803950632,Yes,KVF4,Partial
447,MnZnF6,MnZnF5,4.127444905,2.019655095,107.0716127,12.40640963,114.3713031,472.0612521,1715.595244,1,2.1161829,2.125550942,0.495900934,0.457714144,0.495900934,-0.304605073,mp-1386276,mp-1394801,Spacegroup object (148),Spacegroup object (15),0,0.031485392,2.3517,3.0636,-,-,Yes,MnZnF6,Partial
449,LiSbF6,LiSbF4,2.944115921,3.202984079,56.5279265,30.71319635,220.868799,650.2633475,2317.926941,2,6.237075244,7.021733704,1.513684642,1.437311061,0.756842321,-0.120994591,mp-3980,mp-1190441,Spacegroup object (148),Spacegroup object (198),0,0.000950189,4.9334,7.1042,0.67476435,-,Yes,LiSbF6,Partial
454,AgBF5,AgBF4,4.355380503,1.791719497,96.03969457,23.65295511,125.4332785,546.3096554,2018.288404,1,264.097578,289.6750863,56.43005061,56.39186382,56.43005061,1.75151044,mp-5160,mp-12021,Spacegroup object (85),Spacegroup object (62),0,0,0,3.0636,-,0.658448251,Yes,AgBF5,Partial
455,NaSbF6,NaSbF4,2.905326809,3.241773191,75.94550906,51.0293925,207.1690625,601.8938312,1702.553574,2,3.87856348,4.200201411,1.003540245,0.927166665,0.501770123,-0.299495202,mp-5955,mp-29269,Spacegroup object (225),Spacegroup object (14),0,0,4.8892,3.0636,0.701525278,-,Yes,NaSbF6,Partial
456,Rb2MnF6,Rb2MnF4,3.26043055,2.88666945,82.51302892,25.45501421,157.7188292,514.2312889,1758.572659,2,7796.73754,8777.879899,2649.830907,2649.754533,1324.915454,3.122188166,mp-558111,mp-1206523,Spacegroup object (225),Spacegroup object (139),0,0,3.3045,3.0636,1.414458556,-,Yes,Rb2MnF6,Partial
457,Rb2MnF6,Rb2MnF5,3.53826716,2.60883284,165.0260578,2.239288241,78.85941458,279.0256769,954.2144501,1,7796.73754,8258.262081,2649.830907,2649.79272,2649.830907,3.423218161,mp-558111,mp-555014,Spacegroup object (225),Spacegroup object (123),0,0,3.3045,7.4029,0.300631034,0.300631034,Yes,Rb2MnF6,Partial
458,SbH7F12,SbH7F11,1.70453935,4.44256065,231.6004534,8.481858986,75.11701283,128.0399042,327.5484277,1,3.287698757,3.359558967,1.173039141,1.134852351,1.173039141,0.069312504,mp-1219573,mp-676763,Spacegroup object (5),Spacegroup object (1),0,0.053121571,5.0047,3.0636,-,-,Yes,SbH7F12,Partial
461,LiAgF4,LiAgF3,4.34981049,1.79728951,79.87016854,21.42927642,140.4669079,611.0044296,2423.782403,1,298.3795261,331.1525368,56.93165284,56.89346605,56.93165284,1.755353792,mp-765559,mp-752699,Spacegroup object (15),Spacegroup object (65),0,0.048839309,1.1276,3.8205,-0.032943216,-,Yes,LiAgF4,Partial
462,LiBiF6,LiBiF4,4.701943815,1.445156185,57.10537876,40.50457497,162.4766351,763.9560097,3664.445877,2,6.479942403,7.06176769,2.137809586,2.061436005,1.068904793,0.028939024,mp-27419,mp-28567,Spacegroup object (148),Spacegroup object (88),0,0,2.5394,3.0636,0.713230331,0.713230331,Yes,LiBiF6,Partial
463,LiBiF6,LiBiF5,4.24606524,1.90103476,114.2107575,4.434361866,81.23831757,344.9431964,1654.579135,1,6.479942403,6.753078793,2.137809586,2.099622795,2.137809586,0.32996902,mp-27419,mp-752483,Spacegroup object (148),Spacegroup object (82),0,0.065125511,2.5394,7.1042,1.717220301,1.717220301,Yes,LiBiF6,Partial
464,LiFe2F6,LiFe2F5,2.632180285,3.514919715,106.5121403,6.472990243,115.2150186,303.2667005,1099.827091,1,3.680017109,3.828538832,0.856050802,0.817864012,0.856050802,-0.067500461,mp-557403,mp-776764,Spacegroup object (102),Spacegroup object (1),0,0.040800402,1.7058,3.8205,2.66313317,-,Yes,LiFe2F6,Partial
465,CaPdF6,CaPdF4,3.908775185,2.238324815,61.39071366,45.12838041,205.778677,804.3425863,2833.648017,2,20223.97201,23677.45039,5268.110497,5268.034123,2634.055248,3.42062488,mp-7922,mp-8161,Spacegroup object (148),Spacegroup object (140),0,0,2.1062,3.0636,0.869959774,0.869959774,Yes,CaPdF6,Partial
466,CaFeF5,CaFeF4,2.674624405,3.472475595,105.3099831,28.9900451,140.3843537,375.4754186,1130.319324,1,1.602755396,1.557751036,0.305990072,0.267803282,0.305990072,-0.514292664,mp-1392416,mp-1400147,Spacegroup object (15),Spacegroup object (140),0,0.055757137,3.6038,5.0995,-,-,Yes,CaFeF5,Partial
469,NaTiF4,Na2Ti2F7,0.430687661,5.716412339,165.3938252,10.29067039,91.25438,39.3021355,115.8913524,0.5,5.228859837,5.451476042,0.767860065,1.497533339,1.535720129,0.186312077,mp-27264,mp-1120828,Spacegroup object (60),Spacegroup object (15),0,0.047034489,0.2011,5.2124,-9.190619056,-,Yes,NaTiF4,Partial
472,Li2AgF6,Li2AgF5,5.15981064,0.98728936,106.5604822,6.200963421,113.6905521,586.6217202,2154.991093,1,244.2837392,265.5200921,57.58759992,57.54941313,57.58759992,1.760328979,mp-765413,mp-760778,Spacegroup object (136),Spacegroup object (15),0,0.038280719,0,0.1624,0.265265316,-,Yes,Li2AgF6,Partial
474,TlSbF6,TlSbF4,2.862762698,3.284337302,73.23223882,27.83928381,121.787902,348.649863,1739.766367,2,1952.461113,2136.753852,859.3439708,859.2675973,429.6719854,2.633137039,mp-8348,mp-29286,Spacegroup object (166),Spacegroup object (14),0,0,4.3334,3.0636,0.740571349,-,Yes,TlSbF6,Partial
476,BaNiF6,BaNiF4,5.445659758,0.701440243,56.65022089,23.48990303,172.906747,941.5913139,4278.157691,2,3.485891316,3.692054065,1.080664022,1.004290441,0.540332011,-0.267339303,mp-613910,mp-555321,Spacegroup object (166),Spacegroup object (36),0,0,0,3.0636,1.095119244,1.095119244,Yes,BaNiF6,Partial
477,BaWF7,Ba2W2F11,2.245197551,3.901902449,102.6531238,6.331324594,88.52076694,198.7466092,973.3976259,1.5,14.95646256,15.82322175,6.792564551,13.47056873,4.528376367,0.655942515,mp-1047945,mp-1040871,Spacegroup object (14),Spacegroup object (145),0,0.056611401,3.276,3.0636,-,-,Yes,BaWF7,Partial
479,CaMnF6,CaMnF5,4.15057876,1.99652124,126.7536364,19.43382413,128.2327857,532.2402768,1457.324024,1,2.011831673,2.012014817,0.420485824,0.382299034,0.420485824,-0.376248641,mp-1387972,mp-557426,Spacegroup object (148),Spacegroup object (15),0,0,3.2129,3.0636,-,-,Yes,CaMnF6,Partial
481,Li2CuF6,Li2CuF5,5.49348074,0.65361926,97.45094712,10.32932033,140.0151629,769.1706005,2508.819604,1,9.244375489,10.0415079,1.769543742,1.731356952,1.769543742,0.247861303,mp-759169,mp-762326,Spacegroup object (136),Spacegroup object (2),0,0.006552089,0,1.1801,-,-,Yes,Li2CuF6,Partial
483,Rb3CrF7,Rb3CrF6,4.22876538,1.91833462,204.4351612,4.755632574,60.72086591,256.7742956,920.5892303,1,9005.695369,9410.666314,3975.008769,3974.970583,3975.008769,3.599338091,mp-20919,mp-1113631,Spacegroup object (127),Spacegroup object (225),0,0,0.4445,3.0636,-,-,Yes,Rb3CrF7,Partial
486,Rb3TiF7,Rb3TiF6,0.894837365,5.252262635,207.9235387,2.842683334,61.29426154,54.84839549,191.5350878,1,9090.867585,9503.705157,3975.06569,3975.027503,3975.06569,3.59934431,mp-12245,mp-1113820,Spacegroup object (127),Spacegroup object (225),0,0,3.037,3.0636,1.105455344,-,Yes,Rb3TiF7,Partial
488,Cs3TiF7,Cs3TiF6,0.799421085,5.347678915,237.7610179,4.659538832,46.2435606,36.96807739,149.6383256,1,42516.67817,43957.54259,24641.48377,24641.44558,24641.48377,4.391666855,mp-12244,mp-1112963,Spacegroup object (127),Spacegroup object (225),0,0,2.9901,3.0636,-,-,Yes,Cs3TiF7,Partial
493,SrNiF6,SrNiF4,5.174160595,0.972939405,50.89393967,23.40446531,205.9246093,1065.486999,4524.615992,2,6.235986116,6.958293408,1.623251002,1.546877421,0.811625501,-0.090644316,mp-555718,mp-1208631,Spacegroup object (166),Spacegroup object (36),0,0.023195242,0,3.0636,1.074699897,1.074699897,Yes,SrNiF6,Partial
497,CaTiF6,CaTiF5,1.35749597,4.78960403,145.3179497,34.48104954,132.7230322,180.1709813,415.745139,1,4.289402949,4.526123855,0.866182382,0.827995592,0.866182382,-0.062390654,mp-27315,mp-8395,Spacegroup object (225),Spacegroup object (15),0,0.011889863,4.6167,3.0636,1.424055075,-,Yes,CaTiF6,Partial
498,K2TiF6,K2TiF5,0.94322616,5.20387384,139.9748286,8.260019875,111.6477084,105.3090393,299.8981493,1,7.429747223,7.895541962,1.783540682,1.745353892,1.783540682,0.25128302,mp-3970,mp-1197140,Spacegroup object (164),Spacegroup object (62),0,0.024276299,4.7349,7.4029,1.967483582,-,Yes,K2TiF6,Partial
501,BaFeF5,Ba7Fe7F34,2.666962412,3.480137588,786.5882545,1.65164402,13.28681864,35.4354459,150.895862,0.142857143,0.868662422,0.857810587,0.250317252,1.714033974,1.752220765,0.243588823,mp-14999,mp-1214486,Spacegroup object (14),Spacegroup object (12),0,0.001044442,3.7113,3.0636,-,-,Yes,BaFeF5,Partial
502,BaFeF5,BaFeF4,2.689186218,3.457913783,112.3697506,16.03433739,93.0077305,250.115107,1065.072944,1,0.868662422,0.788103872,0.250317252,0.212130462,0.250317252,-0.601509217,mp-14999,mp-554451,Spacegroup object (14),Spacegroup object (36),0,0.004651566,3.7113,7.1042,-,0.608283398,Yes,BaFeF5,Partial
503,ZnCoF6,ZnCoF5,5.220039735,0.927060265,108.8572344,20.69421327,112.4541063,587.0149034,2134.147366,1,9.771732234,10.44404194,2.328922488,2.290735697,2.328922488,0.367155034,mp-1392030,mvc-14327,Spacegroup object (148),Spacegroup object (9),0,0.033949756,0.6668,3.0636,-,-,Yes,ZnCoF6,Partial
505,RbSnF3,Rb16Sn16F47,0.01771268,6.12938732,1776.24391,7.798577837,6.413727719,0.113604307,0.443802319,0.0625,5081.249932,5104.447718,1327.085337,21233.3272,21233.36539,4.327018833,mp-1198796,mp-530885,Spacegroup object (14),Spacegroup object (1),0,0.022299704,3.6899,7.4029,-,-,Yes,RbSnF3,Partial
506,KBiF6,KBiF4,4.324427975,1.822672025,76.08259715,46.49405243,148.0462139,640.2151891,2529.596383,2,5.696713824,6.128973372,2.062604156,1.986230575,1.031302078,0.013385893,mp-557724,mp-581857,Spacegroup object (132),Spacegroup object (227),0,0.041292646,2.4402,5.0995,-,0.651603379,Yes,KBiF6,Partial
508,CsSbF6,CsSbF4,2.774809784,3.372290216,79.57556481,24.18895573,145.4010813,403.4603429,1551.891591,2,22282.27375,24842.55096,8214.491036,8214.414662,4107.245518,3.613550664,mp-9636,mp-29296,Spacegroup object (148),Spacegroup object (55),0,0,5.0381,5.0995,1.379338048,-,Yes,CsSbF6,Partial
509,MgNiF6,MgNiF5,5.40504632,0.74205368,92.43479451,8.730679023,136.0558495,735.3881687,2602.386712,1,5.590909205,5.973129543,1.101346602,1.063159812,1.101346602,0.041924016,mp-1409292,mp-1397453,Spacegroup object (148),Spacegroup object (15),0,0.022048504,0,3.0636,-,-,Yes,MgNiF6,Partial
510,NaCrF6,NaCrF4,4.811986829,1.335113171,55.77545408,39.53437456,283.649143,1364.91594,3839.628512,2,4.166200914,4.708849144,0.787313186,0.710939605,0.393656593,-0.404882471,mp-646192,mp-17523,Spacegroup object (62),Spacegroup object (14),0,0,1.374,3.0636,-,3.843343439,Yes,NaCrF6,Partial
513,KAuF6,KAuF4,4.800773645,1.346326355,66.44547015,19.80231359,153.1271319,735.128699,3215.53872,2,25209.83421,28279.18458,8824.835777,8824.759403,4412.417888,3.644676637,mp-12442,mp-5309,Spacegroup object (166),Spacegroup object (140),0,0,2.1117,3.0636,0.884321026,0.884321026,Yes,KAuF6,Partial
514,Sb2XeF16,Sb2XeF12,5.113623413,1.033476588,84.49401802,16.30431993,157.9373991,807.6323815,2693.460875,4,351.138444,395.1527158,238.3483694,238.1956222,59.58709234,1.775152194,mp-1195711,mp-1193829,Spacegroup object (2),Spacegroup object (4),0,0,1.6479,5.0995,-,-,Yes,Sb2XeF16,Partial
515,Sb2XeF16,Sb2XeF14,5.09217403,1.05492597,168.988036,16.74526011,78.96869953,402.1223609,1341.081501,2,351.138444,371.8406281,238.3483694,238.2719958,119.1741847,2.076182189,mp-1195711,mp-27290,Spacegroup object (2),Spacegroup object (2),0,0.002523457,1.6479,5.2124,-,-,Yes,Sb2XeF16,Partial
516,Sb2XeF16,Sb2XeF15,4.7055311,1.4415689,337.9760721,8.754946895,39.48434976,185.7948358,619.6273607,1,351.138444,361.1914799,238.3483694,238.3101826,238.3483694,2.377212185,mp-1195711,mp-1195732,Spacegroup object (2),Spacegroup object (15),0,0.022671795,1.6479,1.1801,-,-,Yes,Sb2XeF16,Partial
517,Sb2XeF16,Sb2XeF13,4.96015966,1.18694034,112.6586907,16.62924814,118.4530493,587.5460367,1959.47104,3,351.138444,383.1405301,238.3483694,238.233809,79.44945645,1.90009093,mp-1195711,mp-1203999,Spacegroup object (2),Spacegroup object (2),0,0.028774454,1.6479,2.0588,-,-,Yes,Sb2XeF16,Partial
520,MgTiF6,MgTiF5,1.175679435,4.971420565,108.6486391,18.12671159,143.9682684,169.2605325,481.5845252,1,4.464876134,4.743875932,0.831192142,0.793005352,0.831192142,-0.080298571,mp-1399447,mp-1443056,Spacegroup object (148),Spacegroup object (15),0,0.066079732,4.6253,3.0636,-,-,Yes,MgTiF6,Partial
522,CaCrF6,CaCrF5,4.47443411,1.67266589,127.6163034,22.73442562,130.0635415,581.9607464,1560.41404,1,3.927225928,4.12193907,0.809261922,0.771075132,0.809261922,-0.091910894,mp-557519,mp-556748,Spacegroup object (148),Spacegroup object (15),0,0,1.4044,7.1042,0.449415568,-,Yes,CaCrF6,Partial
524,KCrF6,KCrF4,4.697886091,1.449213909,60.71403052,27.74741844,261.3697225,1227.885184,3443.668281,2,5.959739767,6.857934046,1.222252152,1.145878571,0.611126076,-0.213869185,mp-20076,mp-5053,Spacegroup object (148),Spacegroup object (62),0,0,1.1936,7.4029,0.70874112,-,Yes,KCrF6,Partial
528,WOF4,WOF3,2.82199921,3.32510079,101.1224754,38.72405151,97.16560345,274.2012562,1241.987109,1,24.08980347,25.72307638,6.644763067,6.606576277,6.644763067,0.8224795,mp-752955,mp-753398,Spacegroup object (79),Spacegroup object (19),0,0,3.9942,3.0636,4.685021372,4.685021372,Yes,WOF4,Partial
529,MgAs2(XeF9)2,MgAs2(XeF8)2,5.048819516,1.098280484,195.4374748,-0.705007541,68.83599152,347.5404974,1149.714202,2,608.151471,639.2452622,473.5708693,473.4944958,236.7854347,2.374354984,mp-554686,mp-556078,Spacegroup object (14),Spacegroup object (55),0,0,2.9017,3.0636,-,-,Yes,MgAs2(XeF9)2,Partial
530,K2PdF6,K2PdF4,3.59620119,2.55089881,73.50228093,12.9456816,179.5100545,645.5542715,2177.464367,2,17645.35834,20217.74752,5269.027855,5268.951481,2634.513928,3.420700499,mp-7979,mp-28163,Spacegroup object (164),Spacegroup object (12),0,0,2.0399,7.1042,0.749667758,0.749667758,Yes,K2PdF6,Partial
531,BaCrF6,BaCrF5,4.411461348,1.735638653,118.3652077,12.98047678,88.36230317,389.806885,1658.694126,1,2.484521971,2.516230309,0.753589102,0.715402312,0.753589102,-0.122865391,mp-559246,mp-541031,Spacegroup object (166),Spacegroup object (19),0,0,0.236,3.0636,0.260171073,-,Yes,BaCrF6,Partial
532,TiH8(NF3)2,TiH8N2F5,1.154012722,4.993087277,153.8552936,9.129646454,135.4059192,156.2601534,333.8151523,1,3.99089271,4.201212667,0.789934711,0.751747921,0.789934711,-0.102408802,mp-1189965,mp-24653,Spacegroup object (164),Spacegroup object (62),0,0.025602233,4.7817,3.0636,-,-,Yes,TiH8(NF3)2,Partial
536,Na2PdF6,Na2PdF4,3.650189957,2.496910043,66.9501701,32.36448357,201.2199061,734.4908802,2426.451828,2,19776.11327,23065.84753,5268.157977,5268.081604,2634.078989,3.420628794,mp-1210356,mp-3622,Spacegroup object (150),Spacegroup object (14),0,0,2.0894,3.0636,-,0.660762484,Yes,Na2PdF6,Partial
537,ZnNiF6,ZnNiF5,5.3493164,0.7977836,101.1010726,18.1071684,112.5673644,602.1584485,2354.78042,1,5.089409906,5.356435749,1.211751952,1.173565162,1.211751952,0.083413728,mp-1391273,mp-1343278,Spacegroup object (148),Spacegroup object (14),0,0.021880904,1.6071,3.0636,-,-,Yes,ZnNiF6,Partial
538,CsVOF4,CsVOF3,3.07440848,3.07269152,136.4872379,23.23072171,97.16315461,298.7192265,1002.483924,1,29844.68453,32052.12775,8232.356725,8232.318538,8232.356725,3.915524181,mp-1193015,mp-557931,Spacegroup object (62),Spacegroup object (55),0,0.015457695,3.5464,3.0636,-,-,Yes,CsVOF4,Partial
539,LiAgF6,LiAgF4,5.766846464,0.380253536,51.08870365,27.92937484,234.2790712,1351.051433,5023.673419,2,249.1613694,298.3795261,57.00802642,56.93165284,28.50401321,1.454906011,mp-859118,mp-765559,Spacegroup object (206),Spacegroup object (15),0,0,0.4592,3.0636,-,1.390642189,Yes,LiAgF6,Partial
543,LiCu2F6,LiCu2F5,3.83566791,2.31143209,98.94855285,-1.101412699,108.0602841,414.483364,1725.199982,1,6.335072098,6.693851523,1.571246242,1.533059452,1.571246242,0.196244252,mp-758265,mp-752721,Spacegroup object (136),Spacegroup object (63),0,0.035137752,0,2.6441,0.535307524,0.535307524,Yes,LiCu2F6,Partial
549,CsCu2F6,CsCu2F5,4.10938893,2.03771107,137.8741593,5.812274955,71.66403836,294.4954059,1326.484752,1,21964.74601,23140.15247,8214.548597,8214.510411,8214.548597,3.914583703,mp-14581,mp-572903,Spacegroup object (227),Spacegroup object (14),0,0,0,7.4029,1.035553622,-,Yes,CsCu2F6,Partial
551,LiVF6,LiVF5,3.809306869,2.337793131,115.7976007,24.73379302,155.9377781,594.0148493,1464.044548,1,113.1841091,127.0002153,19.45328324,19.41509645,19.45328324,1.28899291,mp-753571,mp-760803,Spacegroup object (225),Spacegroup object (62),0,0,3.0771,7.1042,0.551641613,0.551641613,Yes,LiVF6,Partial
555,MgCrF6,MgCrF5,4.281122175,1.865977825,106.4679313,20.03599086,140.844328,602.9717757,1789.561793,1,4.068871203,4.297224018,0.774271682,0.736084892,0.774271682,-0.111106624,mp-554955,mp-1395450,Spacegroup object (148),Spacegroup object (15),0,0.040526752,1.5912,7.4029,1.170294478,-,Yes,MgCrF6,Partial
559,MgCoF6,MgCoF5,5.282670275,0.864429725,106.2228275,22.13869607,135.8904297,717.8643338,2213.316593,1,11.24845473,12.23322542,2.218517138,2.180330347,2.218517138,0.346062788,mp-1443950,mp-1385961,Spacegroup object (148),Spacegroup object (15),0,0.023381618,1.162,3.0636,-,-,Yes,MgCoF6,Partial
563,CsReF8,CsReF6,3.78843066,2.35866934,85.33516532,9.69855659,113.7826342,431.05762,1975.782804,2,18890.85691,20548.0056,8899.476593,8899.400219,4449.738296,3.648334469,mp-29842,mp-9632,Spacegroup object (129),Spacegroup object (148),0,0,1.7181,7.1042,-,-,Yes,CsReF8,Partial
564,ReSbOF10,ReSbOF9,3.050754412,3.096345587,225.1403154,15.9898995,52.14798835,159.0907056,603.0618708,1,1336.12787,1387.337094,686.703496,686.6653092,686.703496,2.836769258,mp-554432,mp-541654,Spacegroup object (3),Spacegroup object (14),0,0.024428147,2.0016,7.1042,-,-,Yes,ReSbOF10,Partial
565,Rb2CuF6,Rb2CuF4,4.414498275,1.732601725,80.47021743,31.23423746,153.822859,679.0507457,2441.48505,2,7604.949754,8535.418333,2650.112196,2650.035822,1325.056098,3.122234265,mp-1206438,mp-1025177,Spacegroup object (225),Spacegroup object (139),0,0,0,3.0636,0.607473068,-,Yes,Rb2CuF6,Partial
566,Ba(AuF6)2,Ba(AuF4)2,5.241902914,0.905197086,74.69995825,52.79829687,141.2014471,740.164277,3123.032521,4,23245.18707,25830.38987,17648.69852,17648.54578,4412.174631,3.644652693,mp-558168,mp-28719,Spacegroup object (221),Spacegroup object (82),0,0,1.5364,3.0636,-,-,Yes,Ba(AuF6)2,Partial
568,NbOF3,Nb2O2F3,2.030719363,4.116380637,49.45545665,56.87712717,242.3265937,492.0973062,1827.441934,1.5,41.81019407,50.06479568,6.936352568,13.75814477,4.624235046,0.665039901,mp-760762,mp-1103656,Spacegroup object (19),Spacegroup object (15),0,0,3.3938,7.1042,1.506190257,-,Yes,NbOF3,Partial
569,KAgF4,KAgF3,4.26789792,1.87920208,107.6920915,26.66185544,120.2075152,513.0334039,1763.754377,1,255.0072599,278.5731731,56.85644741,56.81826062,56.85644741,1.75477972,mp-7387,mp-1205357,Spacegroup object (140),Spacegroup object (62),0,0,1.7378,7.1042,2.320640953,-,Yes,KAgF4,Partial
574,CaWF6,CaWF5,1.808817415,4.338282585,144.3567119,21.7845756,79.31581345,143.4678246,557.6550534,1,20.15353923,21.23440297,6.81005058,6.77186379,6.81005058,0.833150338,mp-1395540,mp-1409253,Spacegroup object (148),Spacegroup object (15),0,0.070136381,3.7379,3.0636,-,-,Yes,CaWF6,Partial
575,ZnCrF6,ZnCrF5,4.382720405,1.764379595,105.2142939,14.78363485,115.8254111,507.6303927,1853.859913,1,3.823224562,3.98541307,0.884677032,0.846490242,0.884677032,-0.053215248,mp-35311,mp-1393890,Spacegroup object (148),Spacegroup object (15),0,0.042640478,1.2459,7.1042,1.908411962,-,Yes,ZnCrF6,Partial
576,Li2MnF6,Li2MnF5,4.044405657,2.102694343,98.94943242,10.11562609,146.6080252,592.9423264,1819.069509,1,8.140972624,8.852023381,1.488254984,1.450068194,1.488254984,0.172677346,mp-752936,mp-556229,Spacegroup object (150),Spacegroup object (15),0,0,2.9792,3.0636,-,-,Yes,Li2MnF6,Partial
578,K2CrF6,K2CrF5,4.794563259,1.352536741,144.6713774,14.9674938,109.7597624,526.250124,1474.939918,1,7.071005679,7.497993035,1.726620222,1.688433432,1.726620222,0.237196823,mp-1211950,mp-1212394,Spacegroup object (225),Spacegroup object (60),0,0,0,0,1.414816756,-,Yes,K2CrF6,Partial
579,Cs2AgF6,Cs2AgF4,4.568466353,1.578633647,99.19189294,26.35554374,109.9165721,502.1501611,2049.7559,2,33800.64066,36656.5845,16483.5423,16483.46593,8241.771151,3.916020551,mp-1206546,mp-510565,Spacegroup object (225),Spacegroup object (64),0,0,0,3.0636,-,-,Yes,Cs2AgF6,Partial
580,MgMoF6,MgMoF5,2.567463215,3.579636785,117.9678015,16.41167489,114.4211291,293.77204,968.6093057,1,17.64337075,19.02328711,4.132702341,4.094515551,4.132702341,0.616234126,mp-1398330,mp-1445001,Spacegroup object (148),Spacegroup object (15),0,0.05969837,2.4449,3.0636,-,-,Yes,MgMoF6,Partial
581,K2ReF8,K2ReF6,3.013611663,3.133488337,84.90351533,16.95389757,128.7323327,387.949259,1579.681414,2,1649.720316,1815.176763,686.9284042,686.8520306,343.4642021,2.535881479,mp-27595,mp-7824,Spacegroup object (62),Spacegroup object (164),0,0,1.0016,3.0636,-,1.359220553,Yes,K2ReF8,Partial
582,CsAsF6,CsAsF4,2.958880665,3.188219335,74.30734669,10.60101106,166.563245,492.8407651,1772.162688,2,25523.38809,28940.0909,8213.872205,8213.795832,4106.936103,3.613517946,mp-9820,mp-5707,Spacegroup object (148),Spacegroup object (4),0,0,5.2216,7.1042,0.90137637,-,Yes,CsAsF6,Partial
